Id,Provinsi,Ibukota,Julukan,LuasWilayah,JumlahPenduduk,RasioJenisKelamin,KepadatanPenduduk,non_produktif,produktif
ACEH,ACEH,Banda Aceh,Serambi Mekkah,58163,5002000,99.7,86,4,6
