id_tinggal;id_lahir;prov_tinggal;prov_lahir;Jumlah Migrasi
JABAR;KALBAR;KalimantanBarat;KalimantanBarat;2218521
JABAR;KALTENG;KalimantanBarat;KalimantanTengah;1571
JABAR;KALSEL;KalimantanBarat;KalimantanSelatan;766
JABAR;KALTIM;KalimantanBarat;KalimantanTimur;204
JABAR;KALUT;KalimantanBarat;KalimantanUtara;174
JABAR;SULUT;KalimantanBarat;SulawesiUtara;403
JABAR;SULTENG;KalimantanBarat;SulawesiTengah;21
JABAR;SULSEL;KalimantanBarat;SulawesiSelatan;656
JABAR;SULTENGG;KalimantanBarat;SulawesiTenggara; NA
JABAR;GORONTALO;KalimantanBarat;Gorontalo; NA
JABAR;SULBARAT;KalimantanBarat;SulawesiBarat; NA
JABAR;MALUKU;KalimantanBarat;Maluku;327
JABAR;MALUT;KalimantanBarat;MalukuUtara; NA
JABAR;PAPBAR;KalimantanBarat;PapuaBarat; NA
JABAR;PAPUA;KalimantanBarat;Papua;258
JATENG;ACEH;KalimantanSelatan;Aceh;698
JATENG;SUMUT;KalimantanSelatan;SumateraUtara;2624
JATENG;SUMBAR;KalimantanSelatan;SumateraBarat;1342
JATENG;RIAU;KalimantanSelatan;Riau;335
JATENG;JAMBI;KalimantanSelatan;Jambi;1024
JATENG;SUMSEL;KalimantanSelatan;SumateraSelatan;682
JATENG;BENGKULU;KalimantanSelatan;Bengkulu;326
JATENG;LAMPUNG;KalimantanSelatan;Lampung;1588
JATENG;BABEL;KalimantanSelatan;Kep.BangkaBelitung;134
JATENG;KEPRI;KalimantanSelatan;KepulauanRiau;169
JATENG;JAKARTA;KalimantanSelatan;DKIJakarta;2445
JATENG;JABAR;KalimantanSelatan;JawaBarat;12788
JATENG;JATENG;KalimantanSelatan;JawaTengah;43251
JATENG;YOGYA;KalimantanSelatan;DIYogyakarta;6320
JATENG;JATIM;KalimantanSelatan;JawaTimur;86809
JATENG;BANTEN;KalimantanSelatan;Banten;993
JATENG;BALI;KalimantanSelatan;Bali;2454
JATENG;NTB;KalimantanSelatan;NusaTenggaraBarat;3816
JATENG;NTT;KalimantanSelatan;NusaTenggaraTimur;2815
JATENG;KALBAR;KalimantanSelatan;KalimantanBarat;1515
JATENG;KALTENG;KalimantanSelatan;KalimantanTengah;33364
JATENG;KALSEL;KalimantanSelatan;KalimantanSelatan;1728904
JATENG;KALTIM;KalimantanSelatan;KalimantanTimur;9572
JATENG;KALUT;KalimantanSelatan;KalimantanUtara;591
JATENG;SULUT;KalimantanSelatan;SulawesiUtara;721
JATENG;SULTENG;KalimantanSelatan;SulawesiTengah;816
JATENG;SULSEL;KalimantanSelatan;SulawesiSelatan;15372
JATENG;SULTENGG;KalimantanSelatan;SulawesiTenggara;222
JATENG;GORONTALO;KalimantanSelatan;Gorontalo;328
JATENG;SULBARAT;KalimantanSelatan;SulawesiBarat;2518
JATENG;MALUKU;KalimantanSelatan;Maluku;458
JATENG;MALUT;KalimantanSelatan;MalukuUtara;43
JATENG;PAPBAR;KalimantanSelatan;PapuaBarat;33
JATENG;PAPUA;KalimantanSelatan;Papua;340
YOGYA;ACEH;KalimantanTengah;Aceh;551
YOGYA;SUMUT;KalimantanTengah;SumateraUtara;3751
YOGYA;SUMBAR;KalimantanTengah;SumateraBarat;622
YOGYA;RIAU;KalimantanTengah;Riau;700
YOGYA;JAMBI;KalimantanTengah;Jambi;467
YOGYA;SUMSEL;KalimantanTengah;SumateraSelatan;636
YOGYA;BENGKULU;KalimantanTengah;Bengkulu;397
YOGYA;LAMPUNG;KalimantanTengah;Lampung;2497
YOGYA;BABEL;KalimantanTengah;Kep.BangkaBelitung; NA
YOGYA;KEPRI;KalimantanTengah;KepulauanRiau;139
YOGYA;JAKARTA;KalimantanTengah;DKIJakarta;1655
YOGYA;JABAR;KalimantanTengah;JawaBarat;12220
YOGYA;JATENG;KalimantanTengah;JawaTengah;66658
YOGYA;YOGYA;KalimantanTengah;DIYogyakarta;3935
YOGYA;JATIM;KalimantanTengah;JawaTimur;65864
YOGYA;BANTEN;KalimantanTengah;Banten;1476
YOGYA;BALI;KalimantanTengah;Bali;823
YOGYA;NTB;KalimantanTengah;NusaTenggaraBarat;2806
YOGYA;NTT;KalimantanTengah;NusaTenggaraTimur;3679
YOGYA;KALBAR;KalimantanTengah;KalimantanBarat;3330
YOGYA;KALTENG;KalimantanTengah;KalimantanTengah;952262
YOGYA;KALSEL;KalimantanTengah;KalimantanSelatan;62265
YOGYA;KALTIM;KalimantanTengah;KalimantanTimur;1280
YOGYA;KALUT;KalimantanTengah;KalimantanUtara;35
YOGYA;SULUT;KalimantanTengah;SulawesiUtara;316
YOGYA;SULTENG;KalimantanTengah;SulawesiTengah;328
